Country,Holiday,Start Date,End Date
Spain Holidays,Daylight Saving Time ends,2019-10-27,2019-10-28
Spain Holidays,Day of La Rioja (La Rioja),2017-06-09,2017-06-10
Spain Holidays,Nuestra Señora de la Bien Aparecida (Cantabria),2017-09-15,2017-09-16
Spain Holidays,Day of Aragón (Aragon),2018-04-23,2018-04-24
Spain Holidays,The Day of Cantabria (Cantabria),2018-08-12,2018-08-13
Spain Holidays,Day of Andalucía (Andalusia),2019-02-28,2019-03-01
Spain Holidays,Day of the Balearic Islands (Balearic Islands),2019-03-01,2019-03-02
Spain Holidays,Day of Castile-La Mancha (Castile-La Mancha),2019-05-31,2019-06-01
Spain Holidays,Day of Murcia observed (Murcia),2019-06-10,2019-06-11
Spain Holidays,Day of Catalonia (Catalonia),2019-09-11,2019-09-12
Spain Holidays,Canaries day observed (Canary Islands),2017-05-31,2017-06-01
Spain Holidays,Whit Monday (Barcelona),2017-06-05,2017-06-06
Spain Holidays,Saint John the Baptist Day (Catalonia),2017-06-24,2017-06-25
Spain Holidays,Day of Asturias (Asturias),2017-09-08,2017-09-09
Spain Holidays,Virgin of the Victory (Melilla),2017-09-08,2017-09-09
Spain Holidays,Day of the Valencian Community (Valencia),2017-10-09,2017-10-10
Spain Holidays,Maundy Thursday (regional holiday),2018-03-29,2018-03-30
Spain Holidays,Day of Madrid (Madrid),2018-05-02,2018-05-03
Spain Holidays,Day of Extremadura (Extremadura),2018-09-08,2018-09-09
Spain Holidays,Epiphany observed (regional holiday),2019-01-07,2019-01-08
Spain Holidays,St George's Day (Catalonia),2019-04-23,2019-04-24
Spain Holidays,Feast Day of St Isidore (Madrid),2019-05-15,2019-05-16
Spain Holidays,Saint John the Baptist Day (Catalonia),2019-06-24,2019-06-25
Spain Holidays,Day of Asturias (Asturias),2019-09-08,2019-09-09
Spain Holidays,Day of Extremadura (Extremadura),2017-09-08,2017-09-09
Spain Holidays,Day of Andalucía (Andalusia),2018-02-28,2018-03-01
Spain Holidays,Corpus Christi (Madrid),2018-05-31,2018-06-01
Spain Holidays,Day of the Independent City of Ceuta (Ceuta),2018-09-02,2018-09-03
Spain Holidays,Day of Catalonia (Catalonia),2018-09-11,2018-09-12
Spain Holidays,Day of the Valencian Community (Valencia),2018-10-09,2018-10-10
Spain Holidays,Maundy Thursday (regional holiday),2019-04-18,2019-04-19
Spain Holidays,Day of Aragón (Aragon),2019-04-23,2019-04-24
Spain Holidays,Day of Murcia (Murcia),2019-06-09,2019-06-10
Spain Holidays,Day of La Rioja (La Rioja),2019-06-09,2019-06-10
Spain Holidays,Corpus Christi (Madrid),2019-06-20,2019-06-21
Spain Holidays,The Day of Our Lady of Africa (Ceuta),2019-08-05,2019-08-06
Spain Holidays,Day of the Independent City of Ceuta (Ceuta),2019-09-02,2019-09-03
Spain Holidays,Day of Aragón (Aragon),2017-04-24,2017-04-25
Spain Holidays,St Stephen's Day (regional holiday),2017-12-26,2017-12-27
Spain Holidays,Day of the Balearic Islands (Balearic Islands),2018-03-01,2018-03-02
Spain Holidays,Day of Murcia (Murcia),2018-06-09,2018-06-10
Spain Holidays,St Stephen's Day (regional holiday),2018-12-26,2018-12-27
Spain Holidays,Day of Madrid (Madrid),2019-05-02,2019-05-03
Spain Holidays,Day of the Institutions (Cantabria),2019-07-28,2019-07-29
Spain Holidays,Virgin of the Victory (Melilla),2019-09-08,2019-09-09
Spain Holidays,Day of the Valencian Community (Valencia),2019-10-09,2019-10-10
Spain Holidays,Day of the Balearic Islands (Balearic Islands),2017-03-01,2017-03-02
Spain Holidays,Galicia Literature Day (Galicia),2017-05-17,2017-05-18
Spain Holidays,Day of Murcia (Murcia),2017-06-09,2017-06-10
Spain Holidays,San Antonio (Ceuta),2017-06-13,2017-06-14
Spain Holidays,Day of Catalonia (Catalonia),2017-09-11,2017-09-12
Spain Holidays,San Jose (regional holiday),2018-03-19,2018-03-20
Spain Holidays,Whit Monday (Barcelona),2018-05-21,2018-05-22
Spain Holidays,San Antonio (Ceuta),2018-06-13,2018-06-14
Spain Holidays,The Day of Our Lady of Africa (Ceuta),2018-08-05,2018-08-06
Spain Holidays,Nuestra Señora de la Bien Aparecida (Cantabria),2018-09-15,2018-09-16
Spain Holidays,Maundy Thursday (regional holiday),2017-04-13,2017-04-14
Spain Holidays,St George's Day (Catalonia),2017-04-23,2017-04-24
Spain Holidays,Day of Madrid (Madrid),2017-05-02,2017-05-03
Spain Holidays,Day of Castile-La Mancha (Castile-La Mancha),2017-05-31,2017-06-01
Spain Holidays,Easter Monday (regional holiday),2018-04-02,2018-04-03
Spain Holidays,St George's Day (Catalonia),2018-04-23,2018-04-24
Spain Holidays,Feast Day of St Isidore (Madrid),2018-05-15,2018-05-16
Spain Holidays,Saint John the Baptist Day (Catalonia),2018-06-24,2018-06-25
Spain Holidays,Day of the Institutions (Cantabria),2018-07-28,2018-07-29
Spain Holidays,Day of Melilla (Melilla),2018-09-17,2018-09-18
Spain Holidays,Day of Navarre (Navarre),2018-12-03,2018-12-04
Spain Holidays,Whit Monday (Barcelona),2019-06-10,2019-06-11
Spain Holidays,Day of Navarre (Navarre),2019-12-03,2019-12-04
Spain Holidays,The Day of Our Lady of Africa (Ceuta),2017-08-05,2017-08-06
Spain Holidays,The Day of Cantabria (Cantabria),2017-08-13,2017-08-14
Spain Holidays,Day of Melilla (Melilla),2017-09-17,2017-09-18
Spain Holidays,Day of the Canary Islands (Canary Islands),2018-05-30,2018-05-31
Spain Holidays,Canaries day observed (Canary Islands),2018-05-31,2018-06-01
Spain Holidays,Day of Asturias (Asturias),2018-09-08,2018-09-09
Spain Holidays,Virgin of the Victory (Melilla),2018-09-08,2018-09-09
Spain Holidays,San Jose (regional holiday),2019-03-19,2019-03-20
Spain Holidays,Easter Monday (regional holiday),2019-04-22,2019-04-23
Spain Holidays,Castile and León Day (Castile-Leon),2019-04-23,2019-04-24
Spain Holidays,Day of the Canary Islands (Canary Islands),2019-05-30,2019-05-31
Spain Holidays,Day of La Rioja observed (La Rioja),2019-06-10,2019-06-11
Spain Holidays,Day of Asturias observed (Asturias),2019-09-09,2019-09-10
Spain Holidays,Nuestra Señora de la Bien Aparecida (Cantabria),2019-09-15,2019-09-16
Spain Holidays,Day of Andalucía (Andalusia),2017-02-28,2017-03-01
Spain Holidays,Feast Day of St Isidore (Madrid),2017-05-15,2017-05-16
Spain Holidays,Day of the Canary Islands (Canary Islands),2017-05-30,2017-05-31
Spain Holidays,Day of the Institutions (Cantabria),2017-07-28,2017-07-29
Spain Holidays,Day of the Independent City of Ceuta (Ceuta),2017-09-02,2017-09-03
Spain Holidays,Castile and León Day (Castile-Leon),2018-04-23,2018-04-24
Spain Holidays,Galicia Literature Day (Galicia),2018-05-17,2018-05-18
Spain Holidays,Day of Castile-La Mancha (Castile-La Mancha),2018-05-31,2018-06-01
Spain Holidays,Day of La Rioja (La Rioja),2018-06-09,2018-06-10
Spain Holidays,Canaries day observed (Canary Islands),2019-05-31,2019-06-01
Spain Holidays,San Antonio (Ceuta),2019-06-13,2019-06-14
Spain Holidays,Day of Melilla (Melilla),2019-09-17,2019-09-18
Spain Holidays,St Stephen's Day (regional holiday),2019-12-26,2019-12-27
Spain Holidays,Galicia Literature Day (Galicia),2019-05-17,2019-05-18
Spain Holidays,The Day of Cantabria (Cantabria),2019-08-11,2019-08-12
Spain Holidays,Day of Extremadura (Extremadura),2019-09-08,2019-09-09
Spain Holidays,Day of Extremadura observed (Extremadura),2019-09-09,2019-09-10
Spain Holidays,Fifth of March (Zaragoza),2017-03-06,2017-03-07
Spain Holidays,Fifth of March (Zaragoza),2019-03-05,2019-03-06
Spain Holidays,New Year's Day (regional holiday),2017-01-02,2017-01-03
Spain Holidays,Martyr Vicente's Feast (Valencia),2017-03-17,2017-03-18
Spain Holidays,Castile and León Day (Castile-Leon),2017-04-24,2017-04-25
Spain Holidays,Corpus Christi (regional holiday),2017-06-15,2017-06-16
Spain Holidays,St. Valero's Feast (Zaragoza),2017-10-13,2017-10-14
Spain Holidays,Day of Navarre (Navarre),2017-12-04,2017-12-05
Spain Holidays,St. Valero's Feast (Zaragoza),2018-01-29,2018-01-30
Spain Holidays,Fifth of March (Zaragoza),2018-03-05,2018-03-06
Spain Holidays,St. Valero's Feast (Zaragoza),2019-01-29,2019-01-30
Spain Holidays,San Jose (regional holiday),2017-03-19,2017-03-20
Spain Holidays,San Jose (regional holiday),2017-03-20,2017-03-21
Spain Holidays,Easter Monday (regional holiday),2017-04-17,2017-04-18
Spain Holidays,Feast of Saint James the Apostle (regional holiday),2017-07-25,2017-07-26
Spain Holidays,Feast of Saint James the Apostle (regional holiday),2018-07-25,2018-07-26
Spain Holidays,Feast of Saint James the Apostle (regional holiday),2019-07-25,2019-07-26
Spain Holidays,All Saints' Day (regional holiday),2017-11-01,2017-11-02
Spain Holidays,Constitution Day (regional holiday),2017-12-06,2017-12-07
Spain Holidays,All Saints' Day (regional holiday),2018-11-01,2018-11-02
Spain Holidays,Constitution Day (regional holiday),2018-12-06,2018-12-07
Spain Holidays,All Saints' Day (regional holiday),2019-11-01,2019-11-02
Spain Holidays,Constitution Day (regional holiday),2019-12-06,2019-12-07
Spain Holidays,Eid-al-Adha (regional holiday),2017-09-02,2017-09-03
Spain Holidays,Eid-al-Adha (regional holiday),2018-08-22,2018-08-23
Spain Holidays,Eid-al-Adha (regional holiday),2019-08-12,2019-08-13
Swedish Holidays,Ascension Day,2017-05-25,2017-05-26
Swedish Holidays,Mother's Day,2017-05-28,2017-05-29
Swedish Holidays,National day,2017-06-06,2017-06-07
Swedish Holidays,Christmas Eve,2017-12-24,2017-12-25
Swedish Holidays,Epiphany,2018-01-06,2018-01-07
Swedish Holidays,Whit Sunday,2018-05-20,2018-05-21
Swedish Holidays,National day,2018-06-06,2018-06-07
Swedish Holidays,Christmas Eve,2018-12-24,2018-12-25
Swedish Holidays,New Year's Eve,2018-12-31,2019-01-01
Swedish Holidays,New Year's Day,2019-01-01,2019-01-02
Swedish Holidays,May 1st,2019-05-01,2019-05-02
Swedish Holidays,Whit Sunday,2019-06-09,2019-06-10
Swedish Holidays,Christmas Eve,2019-12-24,2019-12-25
Swedish Holidays,Midsummer Eve,2017-06-23,2017-06-24
Swedish Holidays,Boxing Day,2017-12-26,2017-12-27
Swedish Holidays,Easter Day,2018-04-01,2018-04-02
Swedish Holidays,Midsummer Eve,2018-06-22,2018-06-23
Swedish Holidays,Midsummer Day,2018-06-23,2018-06-24
Swedish Holidays,Mother's Day,2019-05-26,2019-05-27
Swedish Holidays,Ascension Day,2019-05-30,2019-05-31
Swedish Holidays,Midsummer Eve,2019-06-21,2019-06-22
Swedish Holidays,New Year's Eve,2019-12-31,2020-01-01
Swedish Holidays,Easter Day,2017-04-16,2017-04-17
Swedish Holidays,Easter Monday,2017-04-17,2017-04-18
Swedish Holidays,May 1st,2017-05-01,2017-05-02
Swedish Holidays,Whit Sunday,2017-06-04,2017-06-05
Swedish Holidays,Father's Day,2017-11-12,2017-11-13
Swedish Holidays,Easter Monday,2018-04-02,2018-04-03
Swedish Holidays,All Saints' Day,2018-11-03,2018-11-04
Swedish Holidays,Father's Day,2018-11-11,2018-11-12
Swedish Holidays,Easter Day,2019-04-21,2019-04-22
Swedish Holidays,Father's Day,2019-11-10,2019-11-11
Swedish Holidays,Boxing Day,2019-12-26,2019-12-27
Swedish Holidays,New Year's Day,2017-01-01,2017-01-02
Swedish Holidays,Epiphany,2017-01-06,2017-01-07
Swedish Holidays,Midsummer Day,2017-06-24,2017-06-25
Swedish Holidays,All Saints' Day,2017-11-04,2017-11-05
Swedish Holidays,New Year's Eve,2017-12-31,2018-01-01
Swedish Holidays,Good Friday,2018-03-30,2018-03-31
Swedish Holidays,May 1st,2018-05-01,2018-05-02
Swedish Holidays,Ascension Day,2018-05-10,2018-05-11
Swedish Holidays,Mother's Day,2018-05-27,2018-05-28
Swedish Holidays,Christmas Day,2018-12-25,2018-12-26
Swedish Holidays,Epiphany,2019-01-06,2019-01-07
Swedish Holidays,Easter Monday,2019-04-22,2019-04-23
Swedish Holidays,National day,2019-06-06,2019-06-07
Swedish Holidays,Midsummer Day,2019-06-22,2019-06-23
Swedish Holidays,All Saints' Day,2019-11-02,2019-11-03
Swedish Holidays,Christmas Day,2019-12-25,2019-12-26
Swedish Holidays,Good Friday,2017-04-14,2017-04-15
Swedish Holidays,Christmas Day,2017-12-25,2017-12-26
Swedish Holidays,New Year's Day,2018-01-01,2018-01-02
Swedish Holidays,Boxing Day,2018-12-26,2018-12-27
Swedish Holidays,Good Friday,2019-04-19,2019-04-20
Swedish Holidays,Daylight Saving Time starts,2017-03-26,2017-03-27
Swedish Holidays,Daylight Saving Time ends,2017-10-29,2017-10-30
Swedish Holidays,Daylight Saving Time starts,2018-03-25,2018-03-26
Swedish Holidays,Daylight Saving Time ends,2018-10-28,2018-10-29
Swedish Holidays,Daylight Saving Time starts,2019-03-31,2019-04-01
Swedish Holidays,Daylight Saving Time ends,2019-10-27,2019-10-28
Taiwan Holidays,Dragon Boat Festival,2017-05-30,2017-05-31
Taiwan Holidays,Mid-Autumn Festival,2017-10-04,2017-10-05
Taiwan Holidays,Farmer's Day,2018-02-04,2018-02-05
Taiwan Holidays,Chinese New Year's Day,2018-02-16,2018-02-17
Taiwan Holidays,Ghost Festival,2018-08-25,2018-08-26
Taiwan Holidays,Chinese New Year Holiday 4,2019-02-09,2019-02-10
Taiwan Holidays,Labor Day,2019-05-01,2019-05-02
Taiwan Holidays,Armed Forces Day,2019-09-03,2019-09-04
Taiwan Holidays,Taiwan's Retrocession Day,2019-10-25,2019-10-26
Taiwan Holidays,Chinese New Year Holiday 1,2017-01-29,2017-01-30
Taiwan Holidays,Chinese New Year Holiday 2,2017-01-30,2017-01-31
Taiwan Holidays,Armed Forces Day,2017-09-03,2017-09-04
Taiwan Holidays,Teachers' Day,2017-09-28,2017-09-29
Taiwan Holidays,Constitution Day,2017-12-25,2017-12-26
Taiwan Holidays,Republic Day/New Year's Day,2018-01-01,2018-01-02
Taiwan Holidays,Chinese New Year's Eve,2018-02-15,2018-02-16
Taiwan Holidays,Chinese New Year Holiday 3,2018-02-19,2018-02-20
Taiwan Holidays,228 Memorial Day,2018-02-28,2018-03-01
Taiwan Holidays,Dragon Boat Festival,2018-06-18,2018-06-19
Taiwan Holidays,Armed Forces Day,2018-09-03,2018-09-04
Taiwan Holidays,Mid-Autumn Festival,2018-09-24,2018-09-25
Taiwan Holidays,Constitution Day,2018-12-25,2018-12-26
Taiwan Holidays,Chinese New Year's Eve,2019-02-04,2019-02-05
Taiwan Holidays,Farmer's Day,2019-02-04,2019-02-05
Taiwan Holidays,Lantern Festival,2019-02-19,2019-02-20
Taiwan Holidays,Tomb Sweeping Day,2019-04-05,2019-04-06
Taiwan Holidays,Mid-Autumn Festival,2019-09-13,2019-09-14
Taiwan Holidays,Teachers' Day,2019-09-28,2019-09-29
Taiwan Holidays,Chinese New Year's Eve,2017-01-27,2017-01-28
Taiwan Holidays,Chinese New Year Holiday 3,2017-01-31,2017-02-01
Taiwan Holidays,Chinese New Year Holiday 4,2017-02-01,2017-02-02
Taiwan Holidays,Labor Day,2017-05-01,2017-05-02
Taiwan Holidays,National Day/Double Tenth Day,2017-10-10,2017-10-11
Taiwan Holidays,Double Ninth Day,2017-10-28,2017-10-29
Taiwan Holidays,Chinese New Year Holiday 4,2018-02-20,2018-02-21
Taiwan Holidays,Republic Day/New Year's Day,2019-01-01,2019-01-02
Taiwan Holidays,Children's Day,2019-04-04,2019-04-05
Taiwan Holidays,Dragon Boat Festival,2019-06-07,2019-06-08
Taiwan Holidays,Double Ninth Day,2019-10-07,2019-10-08
Taiwan Holidays,Republic Day/New Year's Day,2017-01-01,2017-01-02
Taiwan Holidays,Lantern Festival,2017-02-11,2017-02-12
Taiwan Holidays,Women's Day,2017-03-08,2017-03-09
Taiwan Holidays,Chinese New Year Holiday 1,2018-02-17,2018-02-18
Taiwan Holidays,Chinese New Year Holiday 2,2018-02-18,2018-02-19
Taiwan Holidays,Labor Day,2018-05-01,2018-05-02
Taiwan Holidays,National Day/Double Tenth Day,2018-10-10,2018-10-11
Taiwan Holidays,Double Ninth Day,2018-10-17,2018-10-18
Taiwan Holidays,Taiwan's Retrocession Day,2018-10-25,2018-10-26
Taiwan Holidays,Chinese New Year Holiday 1,2019-02-06,2019-02-07
Taiwan Holidays,Chinese New Year Holiday 2,2019-02-07,2019-02-08
Taiwan Holidays,228 Memorial Day,2019-02-28,2019-03-01
Taiwan Holidays,Women's Day,2019-03-08,2019-03-09
Taiwan Holidays,Ghost Festival,2019-08-15,2019-08-16
Taiwan Holidays,Chinese New Year's Day,2017-01-28,2017-01-29
Taiwan Holidays,Farmer's Day,2017-02-04,2017-02-05
Taiwan Holidays,Ghost Festival,2017-09-05,2017-09-06
Taiwan Holidays,Taiwan's Retrocession Day,2017-10-25,2017-10-26
Taiwan Holidays,Lantern Festival,2018-03-02,2018-03-03
Taiwan Holidays,Women's Day,2018-03-08,2018-03-09
Taiwan Holidays,Children's Day,2018-04-04,2018-04-05
Taiwan Holidays,Tomb Sweeping Day,2018-04-05,2018-04-06
Taiwan Holidays,Teachers' Day,2018-09-28,2018-09-29
Taiwan Holidays,Chinese New Year's Day,2019-02-05,2019-02-06
Taiwan Holidays,Chinese New Year Holiday 3,2019-02-08,2019-02-09
Taiwan Holidays,National Day/Double Tenth Day,2019-10-10,2019-10-11
Taiwan Holidays,Tomb Sweeping Day,2017-04-05,2017-04-06
Taiwan Holidays,Constitution Day,2019-12-25,2019-12-26
Taiwan Holidays,Republic Day/New Year's Day observed,2017-01-02,2017-01-03
Taiwan Holidays,Youth Day,2017-03-29,2017-03-30
Taiwan Holidays,Youth Day,2018-03-29,2018-03-30
Taiwan Holidays,Youth Day,2019-03-29,2019-03-30
Taiwan Holidays,228 Memorial Day,2017-02-25,2017-02-26
Taiwan Holidays,228 Memorial Day,2017-02-26,2017-02-27
Taiwan Holidays,228 Memorial Day,2017-02-28,2017-03-01
Taiwan Holidays,Children's Day,2017-04-03,2017-04-04
UK Holidays,Early May Bank Holiday,2018-05-07,2018-05-08
UK Holidays,Guy Fawkes Day,2018-11-05,2018-11-06
UK Holidays,Remembrance Sunday,2018-11-11,2018-11-12
UK Holidays,Boxing Day,2018-12-26,2018-12-27
UK Holidays,Halloween,2019-10-31,2019-11-01
UK Holidays,New Year's Day,2017-01-01,2017-01-02
UK Holidays,New Year's Day Holiday,2017-01-02,2017-01-03
UK Holidays,Early May Bank Holiday,2017-05-01,2017-05-02
UK Holidays,Good Friday,2018-03-30,2018-03-31
UK Holidays,Spring Bank Holiday,2018-05-28,2018-05-29
UK Holidays,New Year's Day,2019-01-01,2019-01-02
UK Holidays,Spring Bank Holiday,2019-05-27,2019-05-28
UK Holidays,Remembrance Sunday,2019-11-10,2019-11-11
UK Holidays,Remembrance Sunday,2017-11-12,2017-11-13
UK Holidays,Christmas Day,2017-12-25,2017-12-26
UK Holidays,Boxing Day,2017-12-26,2017-12-27
UK Holidays,Christmas Day,2018-12-25,2018-12-26
UK Holidays,Early May Bank Holiday,2019-05-06,2019-05-07
UK Holidays,Christmas Day,2019-12-25,2019-12-26
UK Holidays,Boxing Day,2019-12-26,2019-12-27
UK Holidays,Good Friday,2017-04-14,2017-04-15
UK Holidays,Spring Bank Holiday,2017-05-29,2017-05-30
UK Holidays,Halloween,2017-10-31,2017-11-01
UK Holidays,Guy Fawkes Day,2017-11-05,2017-11-06
UK Holidays,Good Friday,2019-04-19,2019-04-20
UK Holidays,New Year's Day,2018-01-01,2018-01-02
UK Holidays,Halloween,2018-10-31,2018-11-01
UK Holidays,Guy Fawkes Day,2019-11-05,2019-11-06
UK Holidays,St. George's Day,2018-04-23,2018-04-24
UK Holidays,St. George's Day,2019-04-23,2019-04-24
UK Holidays,Daylight Saving Time starts,2017-03-26,2017-03-27
UK Holidays,Daylight Saving Time ends,2017-10-29,2017-10-30
UK Holidays,Daylight Saving Time starts,2018-03-25,2018-03-26
UK Holidays,Daylight Saving Time ends,2018-10-28,2018-10-29
UK Holidays,Daylight Saving Time starts,2019-03-31,2019-04-01
UK Holidays,Daylight Saving Time ends,2019-10-27,2019-10-28
UK Holidays,New Year's Day observed,2017-01-02,2017-01-03
UK Holidays,Battle of the Boyne (Northern Ireland),2017-07-12,2017-07-13
UK Holidays,Summer Bank Holiday (Scotland),2017-08-07,2017-08-08
UK Holidays,St Andrew's Day (Scotland),2017-11-30,2017-12-01
UK Holidays,Summer Bank Holiday (Scotland),2018-08-06,2018-08-07
UK Holidays,St Andrew's Day (Scotland),2018-11-30,2018-12-01
UK Holidays,St Andrew's Day observed (Scotland),2019-12-02,2019-12-03
UK Holidays,St. David's Day (Wales),2017-03-01,2017-03-02
UK Holidays,Liberation Day (regional holiday),2017-05-09,2017-05-10
UK Holidays,2nd January (Scotland),2018-01-02,2018-01-03
UK Holidays,St. David's Day (Wales),2018-03-01,2018-03-02
UK Holidays,Liberation Day (regional holiday),2018-05-09,2018-05-10
UK Holidays,Battle of the Boyne (Northern Ireland),2018-07-12,2018-07-13
UK Holidays,St. David's Day (Wales),2019-03-01,2019-03-02
UK Holidays,Liberation Day (regional holiday),2019-05-09,2019-05-10
UK Holidays,Battle of the Boyne (Northern Ireland),2019-07-12,2019-07-13
UK Holidays,Summer Bank Holiday (Scotland),2019-08-05,2019-08-06
UK Holidays,St Andrew's Day (Scotland),2019-11-30,2019-12-01
UK Holidays,2nd January (Scotland),2019-01-02,2019-01-03
UK Holidays,Summer Bank Holiday (regional holiday),2017-08-28,2017-08-29
UK Holidays,Summer Bank Holiday (regional holiday),2018-08-27,2018-08-28
UK Holidays,Summer Bank Holiday (regional holiday),2019-08-26,2019-08-27
UK Holidays,St Patrick's Day (Northern Ireland),2017-03-17,2017-03-18
UK Holidays,St Patrick's Day (Northern Ireland),2018-03-17,2018-03-18
UK Holidays,St Patrick's Day observed (Northern Ireland),2018-03-19,2018-03-20
UK Holidays,St Patrick's Day (Northern Ireland),2019-03-17,2019-03-18
UK Holidays,St Patrick's Day observed (Northern Ireland),2019-03-18,2019-03-19
UK Holidays,2nd January (substitute day) (Scotland),2017-01-03,2017-01-04
UK Holidays,Easter Monday (regional holiday),2018-04-02,2018-04-03
UK Holidays,Easter Sunday,2017-04-16,2017-04-17
UK Holidays,Easter Sunday,2018-04-01,2018-04-02
UK Holidays,Easter Sunday,2019-04-21,2019-04-22
UK Holidays,Easter Monday (regional holiday),2017-04-17,2017-04-18
UK Holidays,Easter Monday (regional holiday),2019-04-22,2019-04-23
UK Holidays,Queen's Birthday,2017-06-10,2017-06-11
UK Holidays,Queen's Birthday,2018-06-09,2018-06-10
UK Holidays,Queen's Birthday,2019-06-08,2019-06-09
UK Holidays,St. George's Day,2017-04-23,2017-04-24
US Holidays,Independence Day,2017-07-04,2017-07-05
US Holidays,Halloween,2017-10-31,2017-11-01
US Holidays,Thanksgiving Day,2017-11-23,2017-11-24
US Holidays,Independence Day,2018-07-04,2018-07-05
US Holidays,Valentine's Day,2019-02-14,2019-02-15
US Holidays,Veterans Day,2019-11-11,2019-11-12
US Holidays,New Year's Day,2017-01-01,2017-01-02
US Holidays,New Year's Day observed,2017-01-02,2017-01-03
US Holidays,Valentine's Day,2017-02-14,2017-02-15
US Holidays,Thomas Jefferson's Birthday,2017-04-13,2017-04-14
US Holidays,Easter Sunday,2017-04-16,2017-04-17
US Holidays,Labor Day,2017-09-04,2017-09-05
US Holidays,Veterans Day,2017-11-11,2017-11-12
US Holidays,Christmas Day,2017-12-25,2017-12-26
US Holidays,New Year's Eve,2017-12-31,2018-01-01
US Holidays,Valentine's Day,2018-02-14,2018-02-15
US Holidays,Thomas Jefferson's Birthday,2018-04-13,2018-04-14
US Holidays,Labor Day,2018-09-03,2018-09-04
US Holidays,Halloween,2018-10-31,2018-11-01
US Holidays,Veterans Day,2018-11-11,2018-11-12
US Holidays,Thanksgiving Day,2018-11-22,2018-11-23
US Holidays,Christmas Eve,2018-12-24,2018-12-25
US Holidays,Christmas Day,2018-12-25,2018-12-26
US Holidays,New Year's Eve,2018-12-31,2019-01-01
US Holidays,New Year's Day,2019-01-01,2019-01-02
US Holidays,Thomas Jefferson's Birthday,2019-04-13,2019-04-14
US Holidays,Independence Day,2019-07-04,2019-07-05
US Holidays,Halloween,2019-10-31,2019-11-01
US Holidays,Thanksgiving Day,2019-11-28,2019-11-29
US Holidays,Memorial Day,2017-05-29,2017-05-30
US Holidays,Christmas Eve,2017-12-24,2017-12-25
US Holidays,New Year's Day,2018-01-01,2018-01-02
US Holidays,Easter Sunday,2018-04-01,2018-04-02
US Holidays,Easter Sunday,2019-04-21,2019-04-22
US Holidays,Memorial Day,2019-05-27,2019-05-28
US Holidays,Labor Day,2019-09-02,2019-09-03
US Holidays,Christmas Eve,2019-12-24,2019-12-25
US Holidays,Christmas Day,2019-12-25,2019-12-26
US Holidays,Memorial Day,2018-05-28,2018-05-29
US Holidays,New Year's Eve,2019-12-31,2020-01-01
US Holidays,Daylight Saving Time starts,2017-03-12,2017-03-13
US Holidays,Daylight Saving Time ends,2017-11-05,2017-11-06
US Holidays,Daylight Saving Time starts,2018-03-11,2018-03-12
US Holidays,Daylight Saving Time ends,2018-11-04,2018-11-05
US Holidays,Daylight Saving Time starts,2019-03-10,2019-03-11
US Holidays,Daylight Saving Time ends,2019-11-03,2019-11-04
US Holidays,Mother's Day,2017-05-14,2017-05-15
US Holidays,Father's Day,2017-06-18,2017-06-19
US Holidays,Mother's Day,2018-05-13,2018-05-14
US Holidays,Father's Day,2018-06-17,2018-06-18
US Holidays,Mother's Day,2019-05-12,2019-05-13
US Holidays,Father's Day,2019-06-16,2019-06-17
US Holidays,Presidents' Day,2017-02-20,2017-02-21
US Holidays,Presidents' Day,2018-02-19,2018-02-20
US Holidays,Presidents' Day,2019-02-18,2019-02-19
US Holidays,Martin Luther King Jr. Day,2017-01-16,2017-01-17
US Holidays,Martin Luther King Jr. Day,2018-01-15,2018-01-16
US Holidays,Martin Luther King Jr. Day,2019-01-21,2019-01-22
US Holidays,Veterans Day observed,2017-11-10,2017-11-11
US Holidays,Veterans Day observed,2018-11-12,2018-11-13
US Holidays,Columbus Day (regional holiday),2017-10-09,2017-10-10
US Holidays,Columbus Day (regional holiday),2018-10-08,2018-10-09
US Holidays,Columbus Day (regional holiday),2019-10-14,2019-10-15
Vietnamese Holidays,International New Year's Day,2017-01-01,2017-01-02
Vietnamese Holidays,Vietnamese New Year's Eve,2017-01-27,2017-01-28
Vietnamese Holidays,Tet holiday,2017-01-31,2017-02-01
Vietnamese Holidays,Christmas Eve,2017-12-24,2017-12-25
Vietnamese Holidays,Christmas Day,2017-12-25,2017-12-26
Vietnamese Holidays,International New Year's Eve,2017-12-31,2018-01-01
Vietnamese Holidays,Liberation Day/Reunification Day,2018-04-30,2018-05-01
Vietnamese Holidays,International Labor Day,2018-05-01,2018-05-02
Vietnamese Holidays,Independence Day,2018-09-02,2018-09-03
Vietnamese Holidays,Christmas Eve,2018-12-24,2018-12-25
Vietnamese Holidays,International New Year's Day,2019-01-01,2019-01-02
Vietnamese Holidays,Tet holiday,2019-02-07,2019-02-08
Vietnamese Holidays,Christmas Day,2019-12-25,2019-12-26
Vietnamese Holidays,International New Year's Eve,2019-12-31,2020-01-01
Vietnamese Holidays,International New Year's Day observed,2017-01-02,2017-01-03
Vietnamese Holidays,Tet holiday,2017-01-30,2017-01-31
Vietnamese Holidays,Independence Day,2017-09-02,2017-09-03
Vietnamese Holidays,International New Year's Day,2018-01-01,2018-01-02
Vietnamese Holidays,Tet holiday,2018-02-17,2018-02-18
Vietnamese Holidays,Tet holiday,2018-02-19,2018-02-20
